Gene	HPV_positive_rates	HPV_negative_rates
IL22	7.44478e-07	2.379826e-06
IL22RA1	3.103174e-07	1.75663e-06
IL22RA2	8.207627e-07	1.925426e-06
IL23A	1.415101e-06	1.840258e-06
IL23R	1.848229e-06	2.489045e-06
IL24	1.12817e-06	1.726025e-06
IL25	1.089845e-06	1.533999e-06
IL26	1.867533e-06	2.250046e-06
IL27	1.515707e-06	1.954527e-06
IL27RA	3.221471e-07	2.464318e-06
IL28A	6.799321e-07	2.033336e-06
IL28B	1.944153e-06	1.923461e-06
IL28RA	4.355841e-07	1.666037e-06
IL29	6.799321e-07	1.872452e-06
IL2RA	1.416885e-06	1.690837e-06
IL2RB	8.571029e-07	0
IL2RG	7.552767e-07	1.540698e-06
IL3	8.593221e-07	2.497941e-06
IL31	6.151336e-07	1.035225e-06
IL31RA	1.288611e-06	1.550122e-06
IL32	1.902217e-06	1.527889e-06
IL33	2.263211e-06	2.467075e-06
IL34	5.460618e-07	1.220977e-06
IL3RA	0	1.018509e-06
IL4	6.205949e-07	2.041358e-06
IL4I1	9.108447e-07	1.30063e-06
IL4R	2.426784e-06	1.856409e-06
IL5	1.149238e-06	1.802214e-06
IL5RA	2.120219e-06	2.717273e-06
IL6	4.649137e-07	1.63596e-06
IL6R	9.200872e-07	1.422457e-06
IL6ST	1.251245e-06	0
IL7	1.427154e-06	2.838487e-06
IL7R	4.678704e-07	1.62083e-06
IL8	6.405354e-07	2.008952e-06
IL9	7.355981e-07	1.350499e-06
IL9R	6.088113e-07	1.552244e-06
ILDR1	7.209727e-07	1.081168e-06
ILDR2	2.378363e-06	3.131281e-06
ILF2	1.325991e-06	2.08613e-06
ILF3	3.33205e-07	1.81448e-06
ILK	1.341549e-06	1.890709e-06
ILKAP	1.288588e-06	1.656022e-06
ILVBL	0	8.793555e-07
IMMP1L	1.207428e-06	2.678562e-06
IMMP2L	2.851108e-06	1.788051e-06
IMMT	0	1.727956e-06
IMP3	4.100717e-07	1.505718e-06
IMP4	1.156675e-06	1.731811e-06
IMP5	1.925555e-06	8.367151e-07
IMPA1	2.362269e-07	5.421171e-07
IMPA2	4.700861e-06	1.635969e-06
IMPACT	1.045326e-06	1.279424e-06
IMPAD1	3.221113e-07	1.13346e-06
IMPDH1	1.453403e-06	1.289694e-06
IMPDH2	1.030284e-06	1.48568e-06
IMPG1	7.219904e-07	2.887103e-06
IMPG2	1.323096e-06	2.531246e-06
INA	1.490641e-06	1.140291e-06
INADL	0	1.055888e-06
INCA1	1.583965e-06	2.221415e-06
INCENP	1.071593e-06	8.66808e-07
INF2	2.399026e-06	2.457018e-06
ING1	2.412644e-07	1.771769e-06
ING2	1.359852e-06	1.539557e-06
ING3	1.819383e-06	1.878887e-06
ING4	1.423533e-06	1.197851e-06
ING5	1.46771e-06	1.841309e-06
INHA	4.947599e-07	3.121008e-06
INHBA	1.468761e-06	8.96964e-07
INHBB	8.278577e-07	1.604319e-06
INHBC	9.077402e-07	1.354063e-06
INHBE	4.665675e-07	1.427635e-06
INMT	1.234661e-06	3.001137e-06
INO80	0	8.636568e-07
INO80B	1.864465e-06	1.485609e-06
INO80C	1.831242e-06	1.774396e-06
INO80D	1.2056e-06	1.820813e-06
INO80E	0	3.522647e-07
INPP1	6.032364e-07	1.338222e-06
INPP4A	1.95228e-06	4.225431e-06
INPP4B	2.860958e-07	6.884584e-07
INPP5A	9.178244e-07	1.731859e-06
INPP5B	1.790587e-06	1.471958e-06
INPP5D	1.275299e-06	2.151669e-06
INPP5E	1.83592e-06	8.698685e-07
INPP5F	1.917466e-06	1.163743e-06
INPP5J	2.782573e-07	1.490003e-06
INPP5K	1.15837e-06	0
INPPL1	1.163292e-06	1.445716e-06
INS	0	3.539517e-07
INS-IGF2	6.832445e-07	2.195169e-06
INSC	9.546482e-07	1.796108e-06
INSIG1	6.638916e-07	1.421994e-06
INSIG2	1.335697e-06	1.532645e-06
INSL3	8.338434e-07	1.786015e-06
INSL4	1.477458e-06	2.147392e-06
INSL5	1.391839e-06	2.519815e-06
INSL6	1.415792e-06	2.003612e-06
INSM1	1.444508e-06	9.147256e-07
INSM2	2.784444e-07	2.103141e-06
INSR	1.47685e-06	2.073345e-06
INSRR	0	4.481194e-07
INTS1	0	1.775114e-06
INTS10	1.197135e-06	9.890298e-07
INTS12	1.291298e-06	2.321588e-06
INTS2	4.75445e-07	2.176379e-06
INTS3	6.082875e-07	1.254363e-06
INTS4	8.108288e-07	9.765833e-07
INTS5	1.165075e-06	1.848773e-06
INTS6	1.501902e-06	1.243227e-06
INTS7	1.302983e-06	9.973112e-07
INTS8	5.894238e-07	1.578114e-06
INTS9	2.230821e-07	1.43788e-06
INTU	9.936753e-07	1.577141e-06
INVS	2.847411e-07	1.004437e-06
IP6K1	1.29008e-06	1.302666e-06
IP6K2	1.015432e-06	2.030955e-06
IP6K3	2.299798e-06	1.979178e-06
IPCEF1	2.321218e-07	2.627968e-06
IPMK	2.358895e-06	2.526266e-06
IPO11	2.949278e-07	5.103683e-07
IPO13	6.148422e-07	1.411002e-06
IPO4	8.164778e-07	2.543499e-06
IPO5	4.604748e-07	8.714069e-07
IPO7	3.025501e-07	2.658048e-06
IPO8	1.77332e-06	1.857031e-06
IPO9	1.156737e-06	1.168022e-06
IPP	1.4617e-06	2.143349e-06
IPPK	1.150355e-06	1.623044e-06
IQCA1	1.114163e-06	1.576751e-06
IQCB1	1.47536e-06	1.046717e-06
IQCC	8.86136e-07	3.088154e-06
IQCD	1.144695e-06	1.891412e-06
IQCE	1.362165e-06	1.282167e-06
IQCF1	1.108326e-06	1.865232e-06
IQCF2	1.893797e-06	1.919516e-06
IQCF3	2.177356e-06	2.456767e-06
IQCF5	1.947113e-06	1.92639e-06
IQCF6	2.05817e-06	1.92746e-06
IQCG	9.887265e-07	1.570836e-06
IQCH	2.568817e-06	1.38223e-06
IQCJ	6.551483e-07	4.443678e-06
IQCK	1.618037e-06	2.085884e-06
IQGAP1	1.592085e-06	7.0212e-07
IQGAP2	1.184784e-06	1.519434e-06
IQGAP3	8.3604e-07	1.235345e-06
IQSEC1	0	0
IQSEC2	0	6.788607e-07
IQSEC3	1.092597e-06	2.472402e-06
IQUB	2.578415e-06	1.455395e-06
IRAK1	1.868887e-06	1.894269e-06
IRAK1BP1	2.051387e-06	4.160028e-06
IRAK2	1.046125e-06	1.078888e-06
IRAK3	5.798609e-07	2.106693e-06
IRAK4	1.149452e-06	2.733838e-06
IREB2	8.266929e-07	2.278154e-06
IRF1	1.164381e-06	2.704843e-06
IRF2	1.314694e-06	1.475023e-06
IRF2BP1	1.234329e-06	1.397447e-06
IRF2BP2	1.34656e-06	0
IRF3	1.879296e-06	2.012638e-06
IRF4	1.400435e-06	1.812997e-06
IRF5	2.948328e-06	1.720243e-06
IRF6	1.6871e-06	1.204537e-06
IRF7	2.625404e-06	2.306593e-06
IRF8	5.400892e-07	2.354957e-06
IRF9	9.142155e-07	1.386098e-06
IRGC	1.194515e-06	1.859092e-06
IRGM	1.945719e-06	1.925011e-06
IRGQ	2.120001e-07	6.811268e-07
IRS1	9.958602e-07	1.233286e-06
IRS2	0	1.744218e-06
IRS4	1.758921e-06	1.625781e-06
IRX1	3.139848e-06	4.949243e-06
IRX2	1.753043e-06	0
IRX3	1.10748e-06	2.372118e-06
IRX4	5.01488e-07	1.726298e-06
IRX5	2.611166e-06	2.544715e-06
IRX6	2.645049e-06	3.196932e-06
ISCA1	1.045314e-06	6.475744e-07
ISCA1P1	2.08606e-06	2.507633e-06
ISCA2	2.097663e-06	1.467102e-06
ISCU	9.714076e-07	4.816018e-06
ISG15	7.566042e-06	1.869259e-06
ISG20	4.594092e-07	1.546304e-06
ISG20L2	1.299496e-06	1.431462e-06
ISL1	2.341885e-06	6.630667e-06
ISL2	8.076057e-07	1.68863e-06
ISLR	2.446447e-06	1.497161e-06
ISLR2	1.085193e-06	1.527451e-06
ISM1	1.416715e-06	3.612465e-06
ISM2	3.029617e-06	1.889699e-06
ISOC1	2.173641e-06	7.014435e-07
ISOC2	0	1.804064e-06
ISPD	2.514357e-06	1.562576e-06
ISX	2.438261e-06	3.232994e-06
ISY1	1.743145e-06	1.569132e-06
ISYNA1	1.01416e-06	1.57312e-06
ITCH	9.254041e-07	3.522622e-06
ITFG1	3.232905e-06	1.480829e-06
ITFG2	1.250507e-06	1.817533e-06
ITFG3	1.237153e-06	1.211368e-06
ITGA1	1.175864e-06	1.219187e-06
ITGA10	0	4.512724e-07
ITGA11	6.278449e-07	1.825066e-06
ITGA2	1.654499e-06	2.5819e-06
ITGA2B	5.884546e-07	1.012298e-06
ITGA3	1.64407e-06	0
ITGA4	1.214782e-06	1.939551e-06
ITGA5	3.566218e-07	1.365329e-06
ITGA6	3.580226e-07	8.071696e-07
ITGA7	9.171903e-07	2.420589e-06
ITGA8	1.162979e-06	2.357547e-06
ITGA9	5.337736e-07	2.022932e-06
ITGAD	2.267238e-06	1.951157e-06
ITGAE	1.890573e-06	5.604891e-07
ITGAL	2.315552e-06	2.435566e-06
ITGAM	1.686675e-06	2.394056e-06
ITGAV	3.309466e-06	1.546188e-06
ITGAX	8.728997e-07	8.634326e-07
ITGB1	1.299255e-06	0
ITGB1BP1	0	1.504358e-06
ITGB1BP2	1.07034e-06	1.537741e-06
ITGB1BP3	9.230465e-07	2.93293e-06
ITGB2	1.59296e-06	9.748494e-07
ITGB3	4.456429e-07	1.321022e-06
ITGB3BP	8.62955e-07	1.584316e-06
ITGB4	1.899319e-06	2.112075e-06
ITGB5	9.005486e-07	1.583602e-06
ITGB6	4.105305e-07	2.184527e-06
ITGB7	1.309499e-06	1.605401e-06
ITGB8	1.436434e-06	3.088154e-06
ITGBL1	7.183877e-07	2.417988e-06
ITIH1	2.205269e-06	1.709557e-06
ITIH2	0	3.66142e-06
ITIH3	2.42293e-06	9.42487e-07
ITIH4	1.59873e-06	1.131722e-06
ITIH5	5.965937e-07	1.96241e-06
ITIH5L	1.502969e-06	5.477507e-07
ITK	1.467943e-06	0
ITLN1	6.393063e-07	2.836479e-06
ITLN2	1.527321e-06	1.074882e-06
ITM2A	2.753379e-06	8.398844e-06
ITM2B	1.629644e-06	2.194058e-06
ITM2C	1.457804e-06	2.453377e-06
ITPA	9.231837e-07	1.647811e-06
ITPK1	2.329763e-06	2.267504e-06
ITPKA	1.649716e-06	1.796769e-06
ITPKB	1.311585e-06	1.525045e-06
ITPKC	1.732547e-06	1.312962e-06
ITPR1	1.501347e-06	9.932448e-07
ITPR2	0	8.770078e-07
ITPR3	1.087167e-06	2.551711e-06
ITPRIP	2.274602e-06	1.896745e-06
ITPRIPL1	2.16015e-06	2.68005e-06
ITPRIPL2	1.860977e-06	1.464259e-06
ITSN1	1.815842e-06	1.598819e-06
ITSN2	8.355098e-07	2.735712e-06
IVD	1.384327e-06	7.749167e-07
IVL	9.677966e-07	3.576282e-06
IVNS1ABP	0	1.327775e-06
IWS1	2.155176e-06	1.53872e-06
IYD	2.299707e-06	3.518399e-06
IZUMO1	1.036233e-06	1.268294e-06
JAG1	1.95629e-06	6.901011e-06
JAG2	7.672589e-07	1.969528e-06
JAGN1	3.115716e-07	1.76373e-06
JAK1	5.44104e-07	7.714678e-07
JAK2	7.748478e-07	1.449528e-06
JAK3	5.234687e-07	2.747577e-06
JAKMIP1	1.324434e-06	1.86751e-06
JAKMIP2	1.442496e-06	2.79833e-06
JAKMIP3	2.193693e-06	5.735372e-06
JAM2	1.977588e-06	2.660222e-06
JAM3	8.224239e-07	2.600391e-06
JARID2	9.668443e-07	1.027545e-06
JAZF1	7.88078e-07	2.089892e-06
JDP2	1.836909e-06	1.440304e-06
JHDM1D	3.999435e-07	2.071593e-06
JKAMP	7.422032e-07	1.551879e-06
JMJD1C	3.731303e-07	8.295155e-07
JMJD4	2.178248e-07	4.998861e-07
JMJD5	2.241552e-06	1.657556e-06
JMJD6	1.071236e-06	1.925731e-06
JMJD7	0	3.517171e-07
JMJD7-PLA2G4B	1.742467e-06	1.199637e-06
JMJD8	0	1.341256e-06
JMY	6.521511e-07	2.916356e-06
JOSD1	1.171818e-06	1.837624e-06
JOSD2	1.343987e-06	1.85059e-06
JPH1	9.116516e-07	1.848065e-06
JPH2	8.395107e-07	1.529231e-06
JPH3	2.203998e-06	4.514037e-06
JPH4	2.107079e-06	1.736331e-06
JRK	1.086218e-06	9.350151e-07
JRKL	5.265306e-07	1.39118e-06
JSRP1	1.488243e-06	1.651862e-06
JTB	5.196771e-07	1.749157e-06
JUB	1.931543e-06	1.910986e-06
JUN	1.632802e-06	2.076585e-06
JUNB	6.259017e-07	1.675779e-06
JUND	1.981204e-06	1.591333e-06
JUP	1.977723e-06	1.222099e-06
KAAG1	8.770376e-07	1.833806e-06
KAL1	2.078112e-06	2.651315e-06
KALRN	0	1.496655e-06
KANK1	0	2.10875e-06
KANK2	1.392731e-06	1.913494e-06
KANK3	1.454731e-06	1.482835e-06
KANK4	0	4.731238e-07
KARS	3.977155e-07	1.338652e-06
KAT2A	1.497843e-06	1.390567e-06
KAT2B	2.520001e-06	2.488507e-06
KAT5	1.291943e-06	1.850707e-06
KATNA1	5.324499e-07	4.697659e-06
KATNAL1	2.487279e-06	1.490437e-06
KATNAL2	1.22651e-06	2.298687e-06
KATNB1	2.213911e-06	9.585953e-07
KAZ	1.920774e-06	7.564977e-07
KAZALD1	1.279657e-06	2.055679e-06
KBTBD10	1.23709e-06	1.362719e-06
KBTBD11	1.926033e-06	8.456502e-07
KBTBD12	1.629131e-06	1.851051e-06
KBTBD13	2.072688e-06	1.426984e-06
KBTBD2	0	3.698574e-06
KBTBD3	7.944572e-07	2.349902e-06
KBTBD4	1.150858e-06	2.332975e-06
KBTBD5	1.406358e-06	1.757168e-06
KBTBD6	2.284482e-06	9.306589e-07
KBTBD7	2.245763e-06	1.064983e-06
KBTBD8	1.143751e-06	1.347396e-06
KCMF1	2.947779e-07	1.803962e-06
KCNA1	1.157605e-06	3.258748e-06
KCNA10	2.300698e-06	3.85248e-07
KCNA2	1.908239e-06	2.098646e-06
KCNA3	1.22565e-06	4.598462e-06
KCNA4	2.408634e-06	8.688176e-06
KCNA5	4.901168e-07	4.644408e-06
KCNA6	1.71596e-06	2.250261e-06
KCNA7	1.259199e-06	2.022816e-06
KCNAB1	1.593077e-06	1.949842e-06
KCNAB2	1.596492e-06	2.167742e-06
KCNAB3	1.050529e-06	1.3914e-06
KCNB1	1.187031e-06	2.08849e-06
KCNB2	1.920032e-06	9.286215e-06
KCNC1	7.740615e-07	3.235424e-06
KCNC2	1.848369e-06	3.723378e-06
KCNC3	2.893254e-06	6.977014e-07
KCNC4	1.169242e-06	1.286051e-06
KCND1	1.514616e-06	1.597549e-06
KCND2	1.311028e-06	5.257022e-06
KCND3	1.527064e-06	2.054192e-06
KCNE1	1.170966e-06	2.911188e-06
KCNE1L	1.387065e-06	1.352009e-06
KCNE2	1.649603e-06	2.32188e-06
KCNE3	1.334287e-06	5.032159e-06
KCNE4	2.36373e-06	3.226896e-06
KCNF1	1.656693e-06	2.407899e-06
KCNG1	1.026944e-06	4.496542e-06
KCNG2	1.861997e-06	5.94449e-06
KCNG3	6.135278e-07	2.262595e-06
KCNG4	1.044628e-06	1.773659e-06
KCNH1	2.805194e-06	2.421108e-06
KCNH2	5.049388e-07	2.814375e-06
KCNH3	9.523637e-07	2.234148e-06
KCNH4	2.380349e-06	2.964298e-06
KCNH5	1.035493e-06	1.41801e-06
KCNH6	4.627759e-07	1.345231e-06
KCNH7	2.442325e-06	2.939646e-06
KCNH8	1.79538e-06	2.858756e-06
KCNIP1	1.181674e-06	2.675665e-06
KCNIP2	1.059195e-06	1.652908e-06
KCNIP3	9.525098e-07	2.380218e-06
KCNIP4	3.112504e-07	1.476197e-06
KCNJ1	2.283798e-07	2.775087e-06
KCNJ10	1.458867e-06	1.714403e-06
KCNJ11	9.454159e-07	3.122711e-06
KCNJ12	2.08818e-06	2.995103e-06
KCNJ13	2.18374e-06	2.217018e-06
KCNJ14	9.63678e-07	1.228636e-06
KCNJ15	2.597919e-06	1.430872e-06
KCNJ16	1.783943e-06	3.82104e-06
KCNJ2	2.032726e-06	2.176955e-06
KCNJ3	9.71055e-07	5.699987e-06
KCNJ4	2.056475e-06	4.706522e-06
KCNJ5	2.655469e-07	3.868274e-06
KCNJ6	1.50371e-06	2.22389e-06
KCNJ8	1.429101e-06	3.534728e-06
KCNJ9	1.664724e-06	2.394102e-06
KCNK1	7.713151e-07	1.311178e-06
KCNK10	3.258996e-06	2.760118e-06
KCNK12	1.928217e-06	3.566831e-06
KCNK13	2.965148e-07	2.857982e-06
KCNK15	3.552363e-06	8.541563e-07
KCNK16	1.360107e-06	2.81597e-07
KCNK17	2.554947e-06	2.672125e-06
KCNK18	1.037568e-06	2.063222e-06
KCNK2	3.417296e-06	3.707295e-06
KCNK3	9.926714e-07	0
KCNK4	9.298273e-07	2.934638e-06
KCNK5	6.790401e-07	2.03983e-06
KCNK6	0	2.431092e-07
KCNK7	1.099289e-06	1.723885e-06
KCNK9	1.556575e-06	5.603947e-06
KCNMA1	5.686666e-07	1.990825e-06
KCNMB1	1.137365e-06	2.764707e-05
KCNMB2	1.862191e-06	3.237532e-06
KCNMB3	9.566553e-07	1.931977e-06
KCNMB4	1.379999e-06	1.942403e-06
KCNN1	1.075024e-06	1.644715e-06
KCNN2	4.387223e-07	4.138675e-06
KCNN3	1.905938e-06	2.008771e-06
KCNN4	2.03776e-07	6.743356e-07
KCNQ1	6.841368e-07	1.680573e-06
KCNQ2	1.598936e-06	2.004063e-06
KCNQ3	1.305948e-06	3.379005e-06
KCNQ4	6.062899e-07	9.356991e-07
KCNQ5	1.115814e-06	2.437575e-06
KCNRG	1.456792e-06	1.649309e-06
KCNS1	4.766099e-07	1.932331e-06
KCNS2	3.506286e-06	1.999452e-06
KCNS3	5.009247e-07	2.101395e-06
KCNT1	3.972141e-07	2.563616e-06
KCNT2	2.620496e-06	5.093064e-06
KCNU1	1.017285e-06	2.637776e-06
KCNV1	0	5.770107e-06
KCNV2	2.880222e-06	2.924346e-06
KCP	1.485712e-06	4.931706e-07
KCTD1	1.870584e-06	1.088243e-06
KCTD10	1.393936e-06	1.492841e-06
KCTD11	1.377507e-06	1.422559e-06
KCTD12	1.32751e-06	1.777126e-06
KCTD13	0	1.024155e-06
KCTD14	7.749514e-07	1.98592e-06
KCTD15	1.96899e-06	1.870938e-06
KCTD16	6.434503e-07	1.821207e-06
KCTD17	1.460433e-06	1.564056e-06
KCTD18	9.183091e-07	1.545447e-06
KCTD19	2.131679e-06	2.032709e-06
KCTD2	1.592669e-06	1.827508e-06
KCTD20	1.132733e-06	2.569287e-06
KCTD21	1.018304e-06	1.830576e-06
KCTD3	2.029051e-06	1.115339e-06
KCTD4	2.318516e-06	1.551889e-06
KCTD5	1.242929e-06	1.679745e-06
KCTD6	1.636015e-06	1.394525e-06
KCTD7	1.019109e-06	1.527986e-06
KCTD8	2.081395e-06	4.341743e-06
KCTD9	1.233405e-06	1.811546e-06
KDELC1	1.243458e-06	0
KDELC2	2.107041e-06	1.450635e-06
KDELR1	3.990515e-07	1.892619e-06
KDELR2	0	3.523599e-07
KDELR3	1.086413e-06	1.745247e-06
KDM1A	1.807001e-06	1.367645e-06
KDM1B	2.194675e-07	1.25574e-06
KDM2A	8.519136e-07	1.160426e-06
KDM2B	1.651753e-06	1.909516e-06
KDM3A	6.375859e-07	1.364279e-06
KDM3B	7.253025e-07	1.298562e-06
KDM4A	4.230473e-07	1.555723e-06
KDM4B	9.697068e-07	1.729698e-06
KDM4C	1.122686e-06	1.402286e-06
KDM4D	1.130692e-06	1.389446e-06
KDM4DL	1.934379e-06	1.913791e-06
KDM5A	7.010361e-07	1.732939e-06
KDM5B	1.054555e-06	6.519538e-07
KDM5C	0	5.318019e-07
KDM5D	0	3.719613e-07
KDM6A	2.543927e-06	7.784079e-07
KDM6B	1.517592e-06	1.724627e-06
KDR	1.006861e-06	1.917522e-06
KDSR	3.055375e-06	1.147382e-06
KEAP1	1.464003e-06	1.739055e-06
KEL	4.183217e-07	1.247551e-06
KERA	1.763565e-06	3.035404e-06
KHDC1	1.822415e-06	1.683392e-06
KHDC1L	1.947637e-06	1.926908e-06
KHDRBS1	1.425295e-06	2.099711e-06
KHDRBS2	2.131679e-06	6.155755e-06
KHDRBS3	1.590488e-06	4.451282e-06
KHK	3.053999e-07	1.822242e-06
KHNYN	2.051817e-06	1.840384e-06
KHSRP	3.982839e-07	2.345667e-06
KIAA0020	3.768659e-07	1.638107e-06
KIAA0040	2.0598e-06	1.928134e-06
KIAA0090	1.375024e-06	1.178472e-06
KIAA0100	8.972175e-07	2.391044e-06
KIAA0101	1.588177e-06	1.214903e-06
KIAA0141	1.010124e-06	1.985742e-06
KIAA0146	5.046487e-07	1.518348e-06
KIAA0174	1.938882e-06	1.918246e-06
KIAA0182	1.262611e-06	2.300098e-06
KIAA0195	1.68992e-06	5.314705e-07
KIAA0196	2.948378e-07	2.88585e-06
KIAA0226	7.961739e-07	1.65442e-06
KIAA0232	6.629603e-07	3.958395e-07
KIAA0240	9.540355e-07	0
KIAA0247	6.176328e-07	1.228418e-06
KIAA0284	7.753038e-07	1.145724e-06
KIAA0317	1.762833e-06	1.530416e-06
KIAA0319	1.05236e-06	1.878381e-06
KIAA0319L	1.657704e-06	2.234153e-06
KIAA0355	0	3.317042e-07
KIAA0368	5.579823e-07	0
KIAA0391	5.747444e-07	3.188059e-06
KIAA0406	1.913403e-06	6.585372e-07
KIAA0408	1.916017e-06	3.913913e-06
KIAA0415	0	1.723643e-06
KIAA0427	1.931183e-06	1.910629e-06
KIAA0430	1.233636e-06	1.708948e-06
KIAA0467	9.112074e-07	3.328772e-07
KIAA0494	3.669361e-06	1.53446e-06
KIAA0495	1.944049e-06	1.923358e-06
KIAA0513	1.474939e-06	1.33522e-06
KIAA0528	2.025866e-06	9.496926e-07
KIAA0556	6.689015e-07	1.708415e-06
KIAA0562	1.920944e-06	7.590876e-07
KIAA0564	5.718755e-07	2.070827e-06
KIAA0586	5.551716e-07	2.441955e-07
KIAA0649	1.515305e-06	5.938122e-07
KIAA0652	1.933467e-06	1.912889e-06
KIAA0664	1.098456e-06	2.14272e-06
KIAA0748	6.291259e-07	2.117546e-06
KIAA0753	1.192741e-06	1.350362e-06
KIAA0754	0	2.652029e-07
KIAA0776	1.925879e-06	8.427575e-07
KIAA0802	1.48953e-06	5.043892e-07
KIAA0831	1.935361e-06	1.914762e-06
KIAA0892	1.930325e-06	1.909781e-06
KIAA0895	1.164778e-06	1.692932e-06
KIAA0895L	6.412817e-07	1.111934e-06
KIAA0907	1.289706e-06	8.883069e-07
KIAA0913	2.395676e-06	6.477636e-07
KIAA0922	9.525932e-07	1.633216e-06
KIAA0947	1.186608e-06	5.328328e-07
KIAA1009	1.11209e-06	0
KIAA1012	1.509426e-06	5.710262e-07
KIAA1024	1.180672e-06	3.715744e-06
KIAA1033	7.93189e-07	7.668586e-07
KIAA1045	1.080762e-06	2.149543e-06
KIAA1107	1.517407e-06	6.023621e-07
KIAA1109	1.37346e-06	7.751695e-07
KIAA1143	1.571989e-06	1.292708e-06
KIAA1147	7.659613e-07	1.375173e-06
KIAA1161	6.102597e-07	1.736914e-06
KIAA1191	1.107924e-06	2.171689e-06
KIAA1199	0	7.985648e-07
KIAA1210	1.021624e-06	3.071046e-06
KIAA1211	0	2.416852e-06
KIAA1217	1.780405e-06	6.658543e-07
KIAA1239	1.483128e-06	4.858227e-07
KIAA1244	6.645613e-07	2.475805e-06
KIAA1257	1.424116e-06	2.215116e-06
KIAA1267	1.525995e-06	6.397273e-07
KIAA1274	6.259287e-07	1.532207e-06
KIAA1279	1.641085e-06	0
KIAA1310	1.918486e-06	7.231882e-07
KIAA1324	1.339008e-06	1.136217e-06
KIAA1324L	1.111067e-06	5.305803e-07
KIAA1328	4.597517e-07	6.068885e-07
KIAA1370	1.916879e-06	7.014536e-07
KIAA1377	1.049135e-06	1.574224e-06
KIAA1383	6.638511e-07	1.47068e-06
KIAA1407	2.696176e-06	1.117776e-06
KIAA1409	9.558603e-07	3.746696e-07
KIAA1429	9.579294e-07	1.197567e-06
KIAA1430	1.272098e-06	1.790527e-06
KIAA1432	1.202858e-06	2.043665e-06
KIAA1462	9.056131e-07	1.217736e-06
KIAA1467	1.266229e-06	1.511052e-06
KIAA1468	7.39854e-07	1.471506e-06
KIAA1486	1.927655e-06	8.774416e-07
KIAA1522	1.663348e-06	2.586452e-06
KIAA1524	5.57235e-07	7.672792e-07
KIAA1529	1.498153e-06	5.314705e-07
KIAA1530	1.025038e-06	1.489828e-06
KIAA1539	1.930085e-06	1.909543e-06
KIAA1543	1.502696e-06	5.468052e-07
KIAA1549	3.653328e-06	1.662207e-06
KIAA1586	1.011622e-06	1.088109e-06
KIAA1598	6.437075e-07	1.674211e-06
KIAA1609	1.414452e-06	2.613668e-06
KIAA1614	3.048539e-06	1.674474e-06
KIAA1632	9.388931e-07	3.580903e-07
KIAA1644	1.461995e-06	1.945521e-06
KIAA1671	1.019181e-06	4.455978e-07
KIAA1683	6.123483e-07	2.595291e-06
KIAA1704	1.654566e-06	1.550467e-06
KIAA1712	1.938294e-06	1.917665e-06
KIAA1715	5.532324e-07	1.306597e-06
KIAA1731	9.493485e-07	3.681991e-07
KIAA1737	1.837117e-06	1.204571e-06
KIAA1751	3.057607e-07	1.126293e-06
KIAA1755	2.887118e-06	2.618103e-06
KIAA1797	1.169148e-06	1.658854e-06
KIAA1804	2.329931e-06	6.603022e-07
KIAA1826	2.239474e-06	2.912309e-06
KIAA1841	9.086651e-07	0
KIAA1919	1.7214e-06	2.045475e-06
KIAA1949	1.928185e-06	1.907663e-06
KIAA1958	1.096966e-06	1.902057e-06
KIAA1967	1.230828e-06	0
KIAA1984	1.554993e-06	1.07576e-06
KIAA2013	7.560648e-07	1.749304e-06
KIAA2018	3.049116e-07	4.827553e-07
KIAA2022	1.171487e-06	5.900753e-06
KIAA2026	2.347385e-06	1.618759e-06
KIDINS220	1.899132e-06	1.659155e-06
KIF11	9.535961e-07	6.635738e-07
KIF12	0	4.03389e-07
KIF13A	1.711069e-06	8.761808e-07
KIF13B	3.394485e-06	1.111958e-06
KIF14	1.486513e-06	1.279312e-06
KIF15	1.234345e-06	6.516664e-07
KIF16B	2.577482e-06	0
KIF17	3.775433e-07	1.675087e-06
KIF18A	7.488634e-07	1.177108e-06
KIF18B	1.255284e-06	1.989497e-06
KIF19	2.30062e-06	2.432292e-06
KIF1A	9.27744e-07	9.989165e-07
KIF1B	7.254599e-07	1.881762e-06
KIF1C	1.240223e-06	1.109341e-06
KIF20A	1.498811e-06	1.92569e-06
KIF20B	1.096341e-06	0
KIF21A	2.161525e-06	1.753167e-06
KIF21B	1.420255e-06	2.706989e-06
KIF22	2.269777e-07	3.819869e-07
KIF23	1.326143e-06	8.115642e-07
KIF24	2.415419e-06	1.35146e-06
KIF25	2.38843e-06	2.01223e-06
KIF26A	0	2.363854e-07
KIF26B	0	2.972245e-06
KIF27	1.939543e-06	2.095346e-06
KIF2A	2.963208e-07	1.355788e-06
KIF2B	2.744031e-06	3.903688e-06
KIF2C	1.366102e-06	1.199279e-06
KIF3A	1.266074e-06	1.565944e-06
KIF3B	8.936399e-07	1.03799e-06
KIF3C	3.233612e-06	1.439189e-06
KIF4A	0	9.676172e-07
KIF4B	6.859501e-07	1.644151e-06
KIF5A	5.377047e-07	2.344559e-06
KIF5B	1.317403e-06	1.738146e-06
KIF5C	2.236329e-07	2.737148e-07
KIF6	1.729549e-06	2.03983e-06
KIF7	4.875693e-07	1.846207e-06
KIF9	1.602619e-06	1.057397e-06
KIFAP3	3.917702e-07	1.965106e-06
