gene	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	r_x_X	r_n_N	r_nns_Nns	r_ns_Ns	r_nnc_Nnc	r_nsnc_Nsnc
OR10Q1	932995	301889	0	3	4	0	9	18	3240076	5.555425e-06	5.668549e-06	3.215451e-06	1.324990e-05	NaN	1.324990e-05
OR10R2	984235	305732	0	3	1	0	50	63	29037281	2.169625e-06	3.100855e-06	3.048053e-06	3.270839e-06	NaN	3.270839e-06
OR10S1	965874	310002	0	3	3	0	0	3	310002	9.677357e-06	4.702651e-06	3.105995e-06	9.677357e-06	NaN	9.677357e-06
OR10T2	916769	291214	0	3	1	0	50	64	24192112	2.645490e-06	3.311305e-06	3.272362e-06	3.433901e-06	NaN	3.433901e-06
OR10V1	910791	280539	0	1	1	0	50	39	29140188	1.338358e-06	1.678796e-06	1.097947e-06	3.564567e-06	NaN	3.564567e-06
OR10W1	887306	288652	0	2	1	0	50	84	22869266	3.673052e-06	2.551112e-06	2.254014e-06	3.464379e-06	NaN	3.464379e-06
OR10X1	953491	291641	0	5	1	0	40	60	24839444	2.415513e-06	4.818766e-06	5.243888e-06	3.428873e-06	NaN	3.428873e-06
OR10Z1	914634	290787	0	2	2	0	26	52	16784089	3.098172e-06	3.318343e-06	2.186667e-06	6.877887e-06	NaN	6.877887e-06
OR11A1	915915	301035	0	3	1	0	50	69	23150659	2.980477e-06	3.286906e-06	3.275413e-06	3.321873e-06	NaN	3.321873e-06
OR11G2	1014979	312137	0	2	2	0	8	18	3712765	4.848139e-06	3.014055e-06	1.970484e-06	6.407443e-06	NaN	6.407443e-06
OR11H1	969717	284382	0	6	1	0	50	95	24841152	3.824299e-06	5.581697e-06	6.187372e-06	3.516397e-06	NaN	3.516397e-06
OR11H12	970144	283955	0	5	1	0	47	135	31889214	4.233406e-06	4.784311e-06	5.153874e-06	3.521685e-06	NaN	3.521685e-06
OR11H4	953491	294203	0	1	1	0	50	77	22223642	3.464779e-06	1.602957e-06	1.048778e-06	3.399014e-06	NaN	3.399014e-06
OR11H6	968009	302743	0	5	2	0	8	18	3712765	4.848139e-06	5.508549e-06	5.165241e-06	6.606263e-06	NaN	6.606263e-06
OR11L1	946232	295057	0	5	3	0	9	21	4397246	4.775716e-06	6.444913e-06	5.284116e-06	1.016753e-05	NaN	1.016753e-05
OR12D2	912926	275842	0	2	2	0	1	6	1341207	4.473582e-06	3.364828e-06	2.190758e-06	7.250527e-06	NaN	7.250527e-06
OR12D3	943670	277123	0	1	0	0	50	60	22544319	2.661424e-06	8.191397e-07	1.059692e-06	0	NaN	0
OR13A1	975268	294203	0	3	3	0	0	3	294203	1.019704e-05	4.726378e-06	3.076078e-06	1.019704e-05	NaN	1.019704e-05
OR13C2	952210	272426	0	1	1	0	50	77	23731806	3.244591e-06	1.633138e-06	1.050189e-06	3.670722e-06	NaN	3.670722e-06
OR13C3	1030351	307013	0	2	2	0	22	42	7996856	5.252064e-06	2.990958e-06	1.941086e-06	6.514382e-06	NaN	6.514382e-06
OR13C4	938973	284382	0	5	0	0	17	31	6601420	4.695959e-06	4.087121e-06	5.324967e-06	0	NaN	0
OR13C5	946659	276696	0	1	0	0	50	77	23731806	3.244591e-06	8.174242e-07	1.056347e-06	0	NaN	0
OR13C8	945378	286944	0	2	1	0	50	77	23731806	3.244591e-06	2.434429e-06	2.115556e-06	3.485001e-06	NaN	3.485001e-06
OR13C9	953491	271145	0	2	3	0	9	20	4068883	4.915354e-06	4.082846e-06	2.097555e-06	1.106419e-05	NaN	1.106419e-05
OR13D1	1028216	304024	0	4	1	0	18	22	7504098	2.931731e-06	3.753078e-06	3.890233e-06	3.289214e-06	NaN	3.289214e-06
OR13F1	940681	286517	0	5	3	0	22	42	7996856	5.252064e-06	6.518915e-06	5.315298e-06	1.047058e-05	NaN	1.047058e-05
OR13G1	914207	269437	0	5	0	0	3	3	1502186	1.997090e-06	4.224243e-06	5.469221e-06	0	NaN	0
OR13H1	906948	279258	0	0	1	0	50	51	23339820	2.185107e-06	8.430239e-07	0	3.580918e-06	NaN	3.580918e-06
OR13J1	898408	303170	0	0	4	0	0	4	303170	1.319392e-05	3.328956e-06	0	1.319392e-05	NaN	1.319392e-05
OR14A16	916769	274561	0	5	1	0	50	147	30702154	4.787938e-06	5.036388e-06	5.453937e-06	3.642178e-06	NaN	3.642178e-06
OR14C36	918477	281820	0	4	2	0	19	64	7317926	8.745647e-06	4.998763e-06	4.355036e-06	7.096728e-06	NaN	7.096728e-06
OR14I1	912926	286090	0	4	1	0	50	148	37562336	3.940117e-06	4.170086e-06	4.381516e-06	3.495404e-06	NaN	3.495404e-06
OR14J1	939827	296338	0	3	2	0	18	25	6577081	3.801078e-06	4.044767e-06	3.192077e-06	6.749050e-06	NaN	6.749050e-06
OR1A1	911645	277123	0	2	2	0	3	2	1812188	1.103638e-06	3.364828e-06	2.193836e-06	7.217012e-06	NaN	7.217012e-06
OR1A2	922747	268583	0	4	1	0	8	2	7377279	2.711027e-07	4.196990e-06	4.334883e-06	3.723244e-06	NaN	3.723244e-06
OR1B1	918477	306159	0	5	1	0	50	54	26001311	2.076818e-06	4.899415e-06	5.443794e-06	3.266277e-06	NaN	3.266277e-06
OR1C1	924882	283101	0	6	1	0	50	150	31370409	4.781576e-06	5.794784e-06	6.487314e-06	3.532308e-06	NaN	3.532308e-06
OR1D2	918050	283528	0	4	0	0	50	46	24579401	1.871486e-06	3.328956e-06	4.357061e-06	0	NaN	0
OR1E1	928725	281820	0	0	1	0	50	62	24504249	2.530173e-06	8.260742e-07	0	3.548364e-06	NaN	3.548364e-06
OR1E2	954772	289079	0	1	0	0	50	62	24504249	2.530173e-06	8.039548e-07	1.047370e-06	0	NaN	0
OR1F1	917623	283955	0	0	0	0	50	55	34903407	1.575777e-06	0	0	0	NaN	0
OR1G1	926590	280112	0	1	1	0	50	51	23373126	2.181993e-06	1.657410e-06	1.079226e-06	3.570001e-06	NaN	3.570001e-06
OR1I1	1042734	322812	0	2	0	0	50	39	17936135	2.174381e-06	1.464616e-06	1.918035e-06	0	NaN	0
OR1J1	947940	292068	0	0	0	0	50	48	22987972	2.088048e-06	0	0	0	NaN	0
OR1J2	921893	283528	0	2	1	0	6	4	1874103	2.134354e-06	2.488757e-06	2.169449e-06	3.526989e-06	NaN	3.526989e-06
OR1J4	914634	290787	0	2	3	0	7	9	2748599	3.274395e-06	4.147928e-06	2.186667e-06	1.031683e-05	NaN	1.031683e-05
OR1K1	905240	311710	0	1	1	0	50	61	29346002	2.078648e-06	1.643453e-06	1.104679e-06	3.208110e-06	NaN	3.208110e-06
OR1L1	919331	273280	0	2	0	0	50	46	22907696	2.008059e-06	1.676993e-06	2.175495e-06	0	NaN	0
OR1L3	959896	287798	0	2	0	0	28	14	12546541	1.115845e-06	1.602957e-06	2.083559e-06	0	NaN	0
OR1L4	921893	277123	0	6	0	0	28	14	12546541	1.115845e-06	5.004103e-06	6.508347e-06	0	NaN	0
OR1L6	918904	277550	0	3	1	0	50	61	29346002	2.078648e-06	3.343213e-06	3.264759e-06	3.602954e-06	NaN	3.602954e-06
OR1L8	912499	278831	0	3	1	0	50	54	26001311	2.076818e-06	3.357592e-06	3.287675e-06	3.586402e-06	NaN	3.586402e-06
OR1M1	915915	289506	0	0	1	0	50	90	35654927	2.524195e-06	8.295857e-07	0	3.454160e-06	NaN	3.454160e-06
OR1N1	918477	280539	0	3	1	0	31	30	10577217	2.836285e-06	3.336069e-06	3.266277e-06	3.564567e-06	NaN	3.564567e-06
OR1N2	967582	303170	0	5	2	0	38	38	18714129	2.030551e-06	5.508549e-06	5.167521e-06	6.596959e-06	NaN	6.596959e-06
OR1Q1	935557	272426	0	2	0	0	50	60	29641486	2.024190e-06	1.655652e-06	2.137764e-06	0	NaN	0
OR1S1	965447	286090	0	3	3	0	10	20	4100481	4.877477e-06	4.794105e-06	3.107369e-06	1.048621e-05	NaN	1.048621e-05
OR1S2	965447	286090	0	5	0	0	28	57	11888961	4.794363e-06	3.995088e-06	5.178948e-06	0	NaN	0
OR2A1	900116	292495	0	1	0	0	50	29	30328102	9.562089e-07	8.384964e-07	1.110968e-06	0	NaN	0
OR2A12	920185	273707	0	2	1	0	50	103	27903169	3.691337e-06	2.512790e-06	2.173476e-06	3.653542e-06	NaN	3.653542e-06
OR2A14	911645	282247	0	3	0	0	38	79	20270117	3.897363e-06	2.512790e-06	3.290755e-06	0	NaN	0
OR2A2	936411	286944	0	5	4	0	0	4	286944	1.394000e-05	7.356818e-06	5.339536e-06	1.394000e-05	NaN	1.394000e-05
OR2A25	912072	281820	0	5	0	0	38	79	20270117	3.897363e-06	4.187984e-06	5.482023e-06	0	NaN	0
OR2A4	904813	289079	0	1	1	0	50	52	26535915	1.959608e-06	1.675193e-06	1.105201e-06	3.459262e-06	NaN	3.459262e-06
OR2A42	900116	292495	0	0	0	0	26	28	16903222	1.656489e-06	0	0	0	NaN	0
OR2A5	914207	283528	0	1	1	0	50	103	27903169	3.691337e-06	1.669818e-06	1.093844e-06	3.526989e-06	NaN	3.526989e-06
OR2A7	906094	287798	0	3	1	0	50	66	27088880	2.436424e-06	3.350387e-06	3.310915e-06	3.474659e-06	NaN	3.474659e-06
OR2AE1	956480	288652	0	1	1	0	50	47	25210934	1.864270e-06	1.606255e-06	1.045500e-06	3.464379e-06	NaN	3.464379e-06
OR2AG1	926590	296765	0	1	1	0	50	83	34966603	2.373694e-06	1.634848e-06	1.079226e-06	3.369670e-06	NaN	3.369670e-06
OR2AG2	918477	299754	0	3	0	0	50	52	26455212	1.965586e-06	2.462587e-06	3.266277e-06	0	NaN	0
OR2AK2	983381	306586	0	7	0	0	50	29	30342193	9.557648e-07	5.426495e-06	7.118299e-06	0	NaN	0
OR2AT4	932141	300181	0	5	1	0	50	46	27161897	1.693549e-06	4.868857e-06	5.363995e-06	3.331323e-06	NaN	3.331323e-06
OR2B11	921893	298900	0	2	1	0	22	28	8568609	3.267742e-06	2.457419e-06	2.169449e-06	3.345601e-06	NaN	3.345601e-06
OR2B2	1070916	310002	0	2	0	0	8	5	2884385	1.733472e-06	1.448312e-06	1.867560e-06	0	NaN	0
OR2B3	942389	269437	0	1	2	0	17	15	6516447	2.301868e-06	2.475603e-06	1.061133e-06	7.422885e-06	NaN	7.422885e-06
OR2B6	913780	290360	0	7	2	0	12	15	5156025	2.909218e-06	7.474214e-06	7.660487e-06	6.888001e-06	NaN	6.888001e-06
OR2C1	912926	295057	0	1	1	0	25	27	12264294	2.201513e-06	1.655652e-06	1.095379e-06	3.389176e-06	NaN	3.389176e-06
OR2C3	943243	295484	0	5	1	0	9	13	3950604	3.290636e-06	4.843682e-06	5.300861e-06	3.384278e-06	NaN	3.384278e-06
OR2D2	892857	293349	0	1	2	0	2	2	867664	2.305040e-06	2.529072e-06	1.120000e-06	6.817818e-06	NaN	6.817818e-06
OR2D3	976549	294203	0	2	0	0	50	53	21935417	2.416184e-06	1.573871e-06	2.048028e-06	0	NaN	0
OR2F1	933849	293349	0	3	1	0	24	69	14518854	4.752441e-06	3.259458e-06	3.212511e-06	3.408909e-06	NaN	3.408909e-06
OR2F2	922747	298046	0	5	2	0	6	18	3079951	5.844249e-06	5.733978e-06	5.418603e-06	6.710374e-06	NaN	6.710374e-06
OR2G2	928298	292495	0	1	4	0	3	11	965874	1.138865e-05	4.095698e-06	1.077240e-06	1.367545e-05	NaN	1.367545e-05
OR2G3	908229	281820	0	1	4	0	3	11	965874	1.138865e-05	4.201508e-06	1.101044e-06	1.419346e-05	NaN	1.419346e-05
OR2G6	928725	289506	0	10	3	0	0	3	289506	1.036248e-05	1.067121e-05	1.076745e-05	1.036248e-05	NaN	1.036248e-05
OR2H1	918050	300181	0	2	1	0	50	68	26925766	2.525462e-06	2.462587e-06	2.178531e-06	3.331323e-06	NaN	3.331323e-06
OR2H2	908229	299754	0	2	0	0	15	2	4257617	4.697463e-07	1.655652e-06	2.202088e-06	0	NaN	0
OR2J2	918904	285236	0	7	1	0	50	69	22323133	3.090964e-06	6.643746e-06	7.617771e-06	3.505869e-06	NaN	3.505869e-06
OR2J3	911645	286090	0	5	1	0	29	20	17113306	1.168681e-06	5.009455e-06	5.484591e-06	3.495404e-06	NaN	3.495404e-06
OR2K2	930433	286517	0	3	1	0	50	57	25513250	2.234133e-06	3.286906e-06	3.224305e-06	3.490194e-06	NaN	3.490194e-06
OR2L13	934703	273280	0	6	2	0	50	153	29638070	5.162279e-06	6.622610e-06	6.419151e-06	7.318501e-06	NaN	7.318501e-06
OR2L2	931714	276269	0	3	0	0	36	117	23379104	5.004469e-06	2.483479e-06	3.219872e-06	0	NaN	0
OR2L3	923601	279258	0	4	3	0	4	5	1250256	3.999181e-06	5.819468e-06	4.330874e-06	1.074275e-05	NaN	1.074275e-05
OR2L8	925736	277123	0	5	0	0	14	25	6731228	3.714033e-06	4.156763e-06	5.401108e-06	0	NaN	0
OR2M2	1034621	300181	0	5	1	0	50	89	22176672	4.013226e-06	4.495049e-06	4.832688e-06	3.331323e-06	NaN	3.331323e-06
OR2M3	922320	279258	0	6	2	0	18	27	7518189	3.591290e-06	6.657912e-06	6.505334e-06	7.161836e-06	NaN	7.161836e-06
OR2M4	919331	278404	0	6	3	0	30	75	11023432	6.803689e-06	7.514183e-06	6.526485e-06	1.077571e-05	NaN	1.077571e-05
OR2M5	925309	276269	0	12	0	0	34	58	14994532	3.868077e-06	9.986867e-06	1.296864e-05	0	NaN	0
OR2M7	928725	272853	0	8	3	0	15	34	5627860	6.041373e-06	9.154628e-06	8.613960e-06	1.099493e-05	NaN	1.099493e-05
OR2S2	939400	295484	0	2	0	0	50	39	19243609	2.026647e-06	1.619585e-06	2.129019e-06	0	NaN	0
OR2T1	1095255	325374	0	8	5	0	19	64	7317926	8.745647e-06	9.150876e-06	7.304235e-06	1.536693e-05	NaN	1.536693e-05
OR2T10	932995	268583	0	2	2	0	0	2	268583	7.446488e-06	3.328956e-06	2.143634e-06	7.446488e-06	NaN	7.446488e-06
OR2T11	928725	289506	0	8	2	0	0	2	289506	6.908320e-06	8.208624e-06	8.613960e-06	6.908320e-06	NaN	6.908320e-06
OR2T12	942816	289506	0	14	2	0	15	34	5627860	6.041373e-06	1.298362e-05	1.484913e-05	6.908320e-06	NaN	6.908320e-06
OR2T2	949221	299754	0	5	1	0	50	76	26213530	2.899266e-06	4.803939e-06	5.267477e-06	3.336069e-06	NaN	3.336069e-06
OR2T27	936411	284382	0	7	1	0	50	148	37562336	3.940117e-06	6.553118e-06	7.475350e-06	3.516397e-06	NaN	3.516397e-06
OR2T29	918050	273280	0	0	0	0	10	13	4151294	3.131554e-06	0	0	0	NaN	0
OR2T3	942816	283101	0	4	2	0	0	2	283101	7.064617e-06	4.894295e-06	4.242609e-06	7.064617e-06	NaN	7.064617e-06
OR2T33	944097	288225	0	5	6	0	0	6	288225	2.081707e-05	8.926238e-06	5.296066e-06	2.081707e-05	NaN	2.081707e-05
OR2T34	941535	284382	0	4	2	0	0	2	284382	7.032794e-06	4.894295e-06	4.248382e-06	7.032794e-06	NaN	7.032794e-06
OR2T35	946232	298900	0	1	1	0	50	148	37562336	3.940117e-06	1.606255e-06	1.056823e-06	3.345601e-06	NaN	3.345601e-06
OR2T4	1042307	298900	0	8	5	0	10	39	4220895	9.239747e-06	9.692762e-06	7.675282e-06	1.672800e-05	NaN	1.672800e-05
OR2T5	935557	278831	0	2	0	0	50	76	26213530	2.899266e-06	1.646920e-06	2.137764e-06	0	NaN	0
OR2T6	922747	264740	0	8	5	0	10	39	4220895	9.239747e-06	1.094749e-05	8.669765e-06	1.888645e-05	NaN	1.888645e-05
OR2T8	915488	284809	0	5	1	0	50	109	32086061	3.397114e-06	4.998763e-06	5.461568e-06	3.511125e-06	NaN	3.511125e-06
OR2V2	937692	275415	0	2	0	0	50	49	23125893	2.118837e-06	1.648659e-06	2.132897e-06	0	NaN	0
OR2W1	958615	274988	0	4	2	0	6	8	2064972	3.874145e-06	4.863801e-06	4.172687e-06	7.273045e-06	NaN	7.273045e-06
OR2W3	907802	300181	0	6	3	0	9	21	4397246	4.775716e-06	7.450436e-06	6.609371e-06	9.993970e-06	NaN	9.993970e-06
OR2W5	938546	297619	0	0	0	0	50	79	23471336	3.365808e-06	0	0	0	NaN	0
OR2Y1	905240	293776	0	0	1	0	50	29	23335550	1.242739e-06	8.340172e-07	0	3.403954e-06	NaN	3.403954e-06
OR2Z1	910364	298900	0	2	1	0	50	62	25782260	2.404754e-06	2.480848e-06	2.196923e-06	3.345601e-06	NaN	3.345601e-06
OR3A1	913353	301035	0	2	1	0	8	2	7409731	2.699153e-07	2.470380e-06	2.189734e-06	3.321873e-06	NaN	3.321873e-06
OR3A2	939827	302743	0	2	1	0	8	2	7411439	2.698531e-07	2.414351e-06	2.128051e-06	3.303132e-06	NaN	3.303132e-06
OR3A3	932141	304024	0	1	1	0	50	84	30001020	2.799905e-06	1.617907e-06	1.072799e-06	3.289214e-06	NaN	3.289214e-06
OR4A15	1026081	298473	0	9	2	0	32	90	13827968	6.508548e-06	8.304682e-06	8.771237e-06	6.700774e-06	NaN	6.700774e-06
OR4A16	977403	284382	0	9	1	0	50	119	20972532	5.674088e-06	7.925280e-06	9.208075e-06	3.516397e-06	NaN	3.516397e-06
OR4A47	921466	267302	0	3	0	0	50	57	18105227	3.148262e-06	2.523621e-06	3.255682e-06	0	NaN	0
OR4A5	942816	276696	0	6	2	0	4	16	4134641	3.869743e-06	6.560001e-06	6.363914e-06	7.228149e-06	NaN	7.228149e-06
OR4B1	918477	271572	0	1	2	0	8	11	2820335	3.900246e-06	2.520905e-06	1.088759e-06	7.364529e-06	NaN	7.364529e-06
OR4C11	932995	259616	0	6	1	0	50	132	22587019	5.844065e-06	5.869475e-06	6.430903e-06	3.851843e-06	NaN	3.851843e-06
OR4C12	923601	272853	0	6	0	0	50	124	22374373	5.542055e-06	5.014819e-06	6.496312e-06	0	NaN	0
OR4C13	928298	268156	0	1	2	0	43	118	20544678	5.743580e-06	2.507409e-06	1.077240e-06	7.458345e-06	NaN	7.458345e-06
OR4C15	1108065	315126	0	6	3	0	48	123	21052808	5.842451e-06	6.323817e-06	5.414845e-06	9.520002e-06	NaN	9.520002e-06
OR4C16	930433	262178	0	6	1	0	50	132	22587019	5.844065e-06	5.869475e-06	6.448610e-06	3.814203e-06	NaN	3.814203e-06
OR4C3	967155	298473	0	2	1	0	50	66	26384757	2.501444e-06	2.370365e-06	2.067921e-06	3.350387e-06	NaN	3.350387e-06
OR4C45	921893	257908	0	0	0	0	50	94	47810336	1.966102e-06	0	0	0	NaN	0
OR4C46	924455	264313	0	7	3	0	14	55	10937605	5.028523e-06	8.412070e-06	7.572029e-06	1.135018e-05	NaN	1.135018e-05
OR4C6	918050	270718	0	8	5	0	0	5	270718	1.846940e-05	1.093569e-05	8.714122e-06	1.846940e-05	NaN	1.846940e-05
OR4D1	909937	282674	0	0	2	0	11	7	4689741	1.492620e-06	1.676993e-06	0	7.075288e-06	NaN	7.075288e-06
OR4D10	909083	289933	0	6	1	0	40	25	19972071	1.251748e-06	5.838121e-06	6.600057e-06	3.449073e-06	NaN	3.449073e-06
OR4D11	908229	290787	0	4	2	0	9	12	3406179	3.523009e-06	5.004103e-06	4.404176e-06	6.877887e-06	NaN	6.877887e-06
OR4D2	895846	286517	0	2	1	0	50	58	24700669	2.348115e-06	2.537292e-06	2.232527e-06	3.490194e-06	NaN	3.490194e-06
OR4D5	929152	296765	0	2	1	0	50	64	23520014	2.721087e-06	2.447148e-06	2.152500e-06	3.369670e-06	NaN	3.369670e-06
OR4D6	924455	284809	0	5	3	0	8	12	2819481	4.256102e-06	6.615594e-06	5.408592e-06	1.053337e-05	NaN	1.053337e-05
OR4D9	920185	287798	0	3	1	0	40	25	19972071	1.251748e-06	3.311305e-06	3.260214e-06	3.474659e-06	NaN	3.474659e-06
OR4E2	924028	280112	0	3	1	0	50	41	22534498	1.819433e-06	3.321873e-06	3.246655e-06	3.570001e-06	NaN	3.570001e-06
OR4F15	928725	271572	0	1	2	0	16	16	6643693	2.408299e-06	2.499381e-06	1.076745e-06	7.364529e-06	NaN	7.364529e-06
OR4F16	2018002	618296	0	0	0	0	1	1	1094828	9.133855e-07	0	0	0	NaN	0
OR4F17	906094	269864	0	0	0	0	50	44	22601110	1.946807e-06	0	0	0	NaN	0
OR4F21	919758	280539	0	0	0	0	50	58	24623382	2.355485e-06	0	0	0	NaN	0
OR4F29	2018002	618296	0	0	0	0	1	1	1094828	9.133855e-07	0	0	0	NaN	0
OR4F3	2018002	618296	0	0	0	0	1	1	1094828	9.133855e-07	0	0	0	NaN	0
OR4F4	906521	269437	0	2	1	0	50	66	26912529	2.452389e-06	2.551112e-06	2.206237e-06	3.711443e-06	NaN	3.711443e-06
OR4F5	906948	269010	0	1	1	0	21	10	11364178	8.799581e-07	1.700741e-06	1.102599e-06	3.717334e-06	NaN	3.717334e-06
OR4F6	925736	274561	0	2	0	0	50	81	27009885	2.998902e-06	1.666254e-06	2.160443e-06	0	NaN	0
OR4K1	939400	264740	0	5	1	0	50	69	19650967	3.511278e-06	4.982809e-06	5.322546e-06	3.777291e-06	NaN	3.777291e-06
OR4K13	897981	271572	0	5	1	0	50	70	25552107	2.739500e-06	5.130165e-06	5.568047e-06	3.682265e-06	NaN	3.682265e-06
OR4K14	920185	273707	0	3	4	0	2	6	860405	6.973460e-06	5.863177e-06	3.260214e-06	1.461417e-05	NaN	1.461417e-05
OR4K15	1016687	321958	0	2	1	0	50	69	19650967	3.511278e-06	2.241072e-06	1.967174e-06	3.105995e-06	NaN	3.105995e-06
OR4K17	1020103	301889	0	5	0	0	1	1	573461	1.743798e-06	3.782171e-06	4.901466e-06	0	NaN	0
OR4K2	938546	271999	0	5	3	0	3	6	1225490	4.896001e-06	6.608594e-06	5.327389e-06	1.102945e-05	NaN	1.102945e-05
OR4K5	951783	290787	0	7	2	0	50	68	19128746	3.554859e-06	7.243053e-06	7.354618e-06	6.877887e-06	NaN	6.877887e-06
OR4L1	931287	271572	0	2	6	0	1	7	543144	1.288793e-05	6.650821e-06	2.147566e-06	2.209359e-05	NaN	2.209359e-05
OR4M1	924882	280539	0	9	2	0	50	75	21097216	3.554971e-06	9.125442e-06	9.730971e-06	7.129134e-06	NaN	7.129134e-06
OR4M2	934276	277550	0	0	0	0	49	75	24534993	3.056858e-06	0	0	0	NaN	0
OR4N2	904813	277550	0	5	5	0	2	9	833504	1.079779e-05	8.457639e-06	5.526004e-06	1.801477e-05	NaN	1.801477e-05
OR4N4	934703	282247	0	3	0	0	40	72	18261082	3.942811e-06	2.465179e-06	3.209576e-06	0	NaN	0
OR4N5	911218	274988	0	2	2	0	8	18	3712765	4.848139e-06	3.372096e-06	2.194864e-06	7.273045e-06	NaN	7.273045e-06
OR4P4	945378	256200	0	3	1	0	50	103	24126781	4.269115e-06	3.328956e-06	3.173334e-06	3.903201e-06	NaN	3.903201e-06
OR4Q3	928725	275415	0	10	2	0	50	75	21097216	3.554971e-06	9.965619e-06	1.076745e-05	7.261769e-06	NaN	7.261769e-06
OR4S1	916342	273707	0	1	1	0	50	66	26384757	2.501444e-06	1.680603e-06	1.091296e-06	3.653542e-06	NaN	3.653542e-06
OR4S2	933422	265594	0	6	1	0	50	103	24126781	4.269115e-06	5.838121e-06	6.427961e-06	3.765145e-06	NaN	3.765145e-06
OR4X1	904813	269864	0	1	0	0	40	62	18029648	3.438780e-06	8.512978e-07	1.105201e-06	0	NaN	0
OR4X2	897554	270718	0	3	1	0	50	73	22936732	3.182668e-06	3.423860e-06	3.342417e-06	3.693881e-06	NaN	3.693881e-06
OR51A2	924882	279258	0	2	0	0	50	71	26364261	2.693040e-06	1.660936e-06	2.162438e-06	0	NaN	0
OR51A4	922320	281820	0	4	1	0	38	51	16426690	3.104703e-06	4.152341e-06	4.336890e-06	3.548364e-06	NaN	3.548364e-06
OR51A7	928725	271572	0	1	1	0	38	51	16426690	3.104703e-06	1.666254e-06	1.076745e-06	3.682265e-06	NaN	3.682265e-06
OR51B2	931714	276269	0	4	1	0	22	10	13394136	7.465954e-07	4.139131e-06	4.293163e-06	3.619661e-06	NaN	3.619661e-06
OR51B4	917623	276269	0	0	1	0	23	9	13139644	6.849501e-07	8.375967e-07	0	3.619661e-06	NaN	3.619661e-06
OR51B5	914634	288225	0	2	3	0	11	9	4318251	2.084177e-06	4.156763e-06	2.186667e-06	1.040853e-05	NaN	1.040853e-05
OR51B6	924882	276696	0	5	1	0	31	16	15154230	1.055811e-06	4.993434e-06	5.406095e-06	3.614075e-06	NaN	3.614075e-06
OR51D1	941108	312991	0	1	1	0	50	57	22417073	2.542705e-06	1.594770e-06	1.062577e-06	3.194980e-06	NaN	3.194980e-06
OR51E1	928725	302316	0	0	0	0	50	54	22255240	2.426395e-06	0	0	0	NaN	0
OR51E2	937265	301462	0	0	1	0	34	15	16491167	9.095778e-07	8.072804e-07	0	3.317168e-06	NaN	3.317168e-06
OR51F1	914634	286944	0	3	1	0	30	20	15333570	1.304328e-06	3.328956e-06	3.280001e-06	3.485001e-06	NaN	3.485001e-06
OR51F2	1008147	307440	0	1	2	0	50	52	21987938	2.364933e-06	2.280351e-06	9.919188e-07	6.505334e-06	NaN	6.505334e-06
OR51G1	938546	296338	0	2	4	0	6	13	2462936	5.278253e-06	4.858756e-06	2.130956e-06	1.349810e-05	NaN	1.349810e-05
OR51G2	917623	292922	0	6	2	0	29	43	10768940	3.992965e-06	6.608594e-06	6.538633e-06	6.827756e-06	NaN	6.827756e-06
OR51I1	934703	280966	0	0	1	0	18	15	12468400	1.203041e-06	8.225923e-07	0	3.559150e-06	NaN	3.559150e-06
OR51I2	919331	288652	0	7	2	0	12	15	6782468	2.211584e-06	7.450436e-06	7.614233e-06	6.928759e-06	NaN	6.928759e-06
OR51L1	920185	291641	0	1	2	0	31	75	20990039	3.573123e-06	2.475603e-06	1.086738e-06	6.857746e-06	NaN	6.857746e-06
OR51M1	962885	298900	0	3	1	0	30	31	18052279	1.717235e-06	3.170112e-06	3.115637e-06	3.345601e-06	NaN	3.345601e-06
OR51Q1	934703	292495	0	2	2	0	20	28	9490075	2.950451e-06	3.259458e-06	2.139717e-06	6.837724e-06	NaN	6.837724e-06
OR51S1	928298	315553	0	4	0	0	7	7	2629039	2.662570e-06	3.215819e-06	4.308961e-06	0	NaN	0
OR51T1	1042734	320250	0	1	1	0	38	51	16426690	3.104703e-06	1.467369e-06	9.590174e-07	3.122560e-06	NaN	3.122560e-06
OR51V1	953064	283101	0	5	1	0	30	16	13748119	1.163796e-06	4.853721e-06	5.246237e-06	3.532308e-06	NaN	3.532308e-06
OR52A1	929152	271145	0	2	3	0	5	5	1177239	4.247226e-06	4.165636e-06	2.152500e-06	1.106419e-05	NaN	1.106419e-05
OR52A4	903105	274134	0	0	0	0	50	65	25517520	2.547269e-06	0	0	0	NaN	0
OR52A5	940254	276696	0	2	2	0	6	10	3101301	3.224453e-06	3.286906e-06	2.127085e-06	7.228149e-06	NaN	7.228149e-06
OR52B2	941108	302743	0	3	1	0	30	21	14076909	1.491805e-06	3.215819e-06	3.187732e-06	3.303132e-06	NaN	3.303132e-06
OR52B4	940254	275415	0	0	0	0	50	61	25067035	2.433475e-06	0	0	0	NaN	0
OR52B6	982954	305732	0	4	3	0	1	4	784399	5.099446e-06	5.431890e-06	4.069366e-06	9.812516e-06	NaN	9.812516e-06
OR52D1	927871	303170	0	3	2	0	50	46	22930327	2.006077e-06	4.061603e-06	3.233208e-06	6.596959e-06	NaN	6.596959e-06
OR52E2	963739	287798	0	6	1	0	34	76	22274882	3.411915e-06	5.593123e-06	6.225752e-06	3.474659e-06	NaN	3.474659e-06
